event_id,parent_Z,parent_A,parent_isomer,particle_code,kinetic_energy_keV,time_s,dir_x,dir_y,dir_z,x_cm,y_cm,z_cm,weight,track_generation,iprod,iaztrk
56,29,64,0,3,8.39999984E-01,7.12726452E+04,-2.60730485E-01,8.76287692E-01,4.05141326E-01,-2.60730485E-01,8.76287692E-01,4.05141326E-01,1.00000000E+00,2,2,29064
57,29,64,0,3,8.39999984E-01,3.93207943E+04,2.46651296E-01,-9.32876551E-01,2.62496625E-01,2.46651296E-01,-9.32876551E-01,2.62496625E-01,1.00000000E+00,2,2,29064
58,29,64,0,3,1.54869517E+02,2.02028679E+05,3.71266354E-01,-1.14100231E-01,-9.21489247E-01,3.71266354E-01,-1.14100231E-01,-9.21489247E-01,1.00000000E+00,2,2,29064
59,29,64,0,3,8.39999984E-01,2.22594555E+05,-8.36073931E-01,-5.47664627E-01,3.23085034E-02,-8.36073931E-01,-5.47664627E-01,3.23085034E-02,1.00000000E+00,2,2,29064
60,29,64,0,4,1.05806019E+02,1.36849091E+04,1.08131324E-01,-9.77911056E-01,1.78878682E-01,1.08131324E-01,-9.77911056E-01,1.78878682E-01,1.00000000E+00,2,2,29064
60,29,64,0,7,8.26500036E+00,1.36849091E+04,-8.23143229E-01,-4.82163930E-01,2.99921937E-01,-8.23143229E-01,-4.82163930E-01,2.99921937E-01,1.00000000E+00,2,2,29064
60,29,64,0,7,7.47800004E+00,1.36849091E+04,-2.22600671E-01,-7.71434670E-01,-5.96101913E-01,-2.22600671E-01,-7.71434670E-01,-5.96101913E-01,1.00000000E+00,2,2,29064
60,29,64,0,7,7.46100022E+00,1.36849091E+04,-8.29974436E-01,3.40399385E-01,4.41894438E-01,-8.29974436E-01,3.40399385E-01,4.41894438E-01,1.00000000E+00,2,2,29064
60,29,64,0,3,8.39999984E-01,1.36849091E+04,-7.38842551E-02,-3.47683492E-01,-9.34696371E-01,-7.38842551E-02,-3.47683492E-01,-9.34696371E-01,1.00000000E+00,2,2,29064
61,29,64,0,3,8.39999984E-01,5.74863839E+04,-9.50335738E-01,2.71788255E-01,1.51634858E-01,-9.50335738E-01,2.71788255E-01,1.51634858E-01,1.00000000E+00,2,2,29064
62,29,64,0,3,4.46523731E+01,2.16469792E+04,-3.24165794E-01,-5.05636439E-01,7.99530068E-01,-3.24165794E-01,-5.05636439E-01,7.99530068E-01,1.00000000E+00,2,2,29064
62,29,64,0,3,6.53999996E+00,2.16469792E+04,2.28124925E-01,-5.70789957E-01,7.88769829E-01,2.28124925E-01,-5.70789957E-01,7.88769829E-01,1.00000000E+00,2,2,29064
