primary_id,source_event_id,pair_id,pair_member,family,particle,fluka_particle_code,megalib_particle_code,kinetic_energy_keV,x_cm,y_cm,z_cm,dir_x,dir_y,dir_z,pol_x,pol_y,pol_z,weight,concurrent_with_previous,seed,source_note
100022,100022,pair511_000011,2,pair511_gamma,gamma,7,1,511.0,0.0,0.0,0.0,-0.3361541800923826,0.3216618474995705,0.8851745720871003,-0.6913607644173628,-0.7225097185673282,0.0,1.0,0,24066701,Back-to-back pair row; T0 transports rows independently
100023,100023,pair511_000012,1,pair511_gamma,gamma,7,1,511.0,0.0,0.0,0.0,0.37423472439205596,-0.7811273255717777,0.4997884275413789,0.9018409761172569,0.43206811244973087,0.0,1.0,0,24066701,Back-to-back pair row; T0 transports rows independently
100024,100024,pair511_000012,2,pair511_gamma,gamma,7,1,511.0,0.0,0.0,0.0,-0.37423472439205596,0.7811273255717777,-0.4997884275413789,-0.9018409761172569,-0.43206811244973087,0.0,1.0,0,24066701,Back-to-back pair row; T0 transports rows independently
100025,100025,pair511_000013,1,pair511_gamma,gamma,7,1,511.0,0.0,0.0,0.0,-0.01865987384069425,0.6643872923195049,0.747155495805663,-0.9996058260350122,-0.028074767262806506,0.0,1.0,0,24066701,Back-to-back pair row; T0 transports rows independently
100026,100026,pair511_000013,2,pair511_gamma,gamma,7,1,511.0,0.0,0.0,0.0,0.01865987384069425,-0.6643872923195049,-0.747155495805663,0.9996058260350122,0.028074767262806506,0.0,1.0,0,24066701,Back-to-back pair row; T0 transports rows independently
100027,100027,pair511_000014,1,pair511_gamma,gamma,7,1,511.0,0.0,0.0,0.0,-0.28054516829303255,0.6378026632714848,-0.7172880671468299,-0.9153615849580078,-0.402632796457472,0.0,1.0,0,24066701,Back-to-back pair row; T0 transports rows independently
100028,100028,pair511_000014,2,pair511_gamma,gamma,7,1,511.0,0.0,0.0,0.0,0.28054516829303255,-0.6378026632714848,0.7172880671468299,0.9153615849580078,0.402632796457472,0.0,1.0,0,24066701,Back-to-back pair row; T0 transports rows independently
100029,100029,pair511_000015,1,pair511_gamma,gamma,7,1,511.0,0.0,0.0,0.0,0.9726599310723492,0.03671338366771305,-0.22931372821093854,-0.03771848456719205,0.9992884047770966,0.0,1.0,0,24066701,Back-to-back pair row; T0 transports rows independently
100030,100030,pair511_000015,2,pair511_gamma,gamma,7,1,511.0,0.0,0.0,0.0,-0.9726599310723492,-0.03671338366771305,0.22931372821093854,0.03771848456719205,-0.9992884047770966,0.0,1.0,0,24066701,Back-to-back pair row; T0 transports rows independently
100031,100031,pair511_000016,1,pair511_gamma,gamma,7,1,511.0,0.0,0.0,0.0,-0.39880671904570747,0.9109576581136302,0.10540088219805743,-0.916060284719786,-0.4010405899146678,0.0,1.0,0,24066701,Back-to-back pair row; T0 transports rows independently
100032,100032,pair511_000016,2,pair511_gamma,gamma,7,1,511.0,0.0,0.0,0.0,0.39880671904570747,-0.9109576581136302,-0.10540088219805743,0.916060284719786,0.4010405899146678,0.0,1.0,0,24066701,Back-to-back pair row; T0 transports rows independently
100033,100033,pair511_000017,1,pair511_gamma,gamma,7,1,511.0,0.0,0.0,0.0,-0.28369314878443025,0.1567846916735165,0.9460109712839568,0.0,-0.986542976237973,0.16350215911578087,1.0,0,24066701,Back-to-back pair row; T0 transports rows independently
100034,100034,pair511_000017,2,pair511_gamma,gamma,7,1,511.0,0.0,0.0,0.0,0.28369314878443025,-0.1567846916735165,-0.9460109712839568,0.0,0.986542976237973,-0.16350215911578087,1.0,0,24066701,Back-to-back pair row; T0 transports rows independently
100035,100035,pair511_000018,1,pair511_gamma,gamma,7,1,511.0,0.0,0.0,0.0,0.581582039821787,-0.7521161111343413,-0.3099736865104594,0.7910806825482006,0.6117118224287259,0.0,1.0,0,24066701,Back-to-back pair row; T0 transports rows independently
100036,100036,pair511_000018,2,pair511_gamma,gamma,7,1,511.0,0.0,0.0,0.0,-0.581582039821787,0.7521161111343413,0.3099736865104594,-0.7910806825482006,-0.6117118224287259,0.0,1.0,0,24066701,Back-to-back pair row; T0 transports rows independently
100037,100037,pair511_000019,1,pair511_gamma,gamma,7,1,511.0,0.0,0.0,0.0,0.6241461919484916,-0.3826094257569943,0.6812132987531143,0.5226297872024941,0.8525597372200237,0.0,1.0,0,24066701,Back-to-back pair row; T0 transports rows independently
100038,100038,pair511_000019,2,pair511_gamma,gamma,7,1,511.0,0.0,0.0,0.0,-0.6241461919484916,0.3826094257569943,-0.6812132987531143,-0.5226297872024941,-0.8525597372200237,0.0,1.0,0,24066701,Back-to-back pair row; T0 transports rows independently
100039,100039,pair511_000020,1,pair511_gamma,gamma,7,1,511.0,0.0,0.0,0.0,-0.01728941710612872,0.7802293463859139,-0.6252545426419068,-0.9997545707954844,-0.022153965187682517,0.0,1.0,0,24066701,Back-to-back pair row; T0 transports rows independently
100040,100040,pair511_000020,2,pair511_gamma,gamma,7,1,511.0,0.0,0.0,0.0,0.01728941710612872,-0.7802293463859139,0.6252545426419068,0.9997545707954844,0.022153965187682517,0.0,1.0,0,24066701,Back-to-back pair row; T0 transports rows independently
100041,100041,pair511_000021,1,pair511_gamma,gamma,7,1,511.0,0.0,0.0,0.0,-0.7961506189618383,-0.5935526562596055,0.11764113300138024,0.5977030021752388,-0.8017176068858076,0.0,1.0,0,24066701,Back-to-back pair row; T0 transports rows independently
100042,100042,pair511_000021,2,pair511_gamma,gamma,7,1,511.0,0.0,0.0,0.0,0.7961506189618383,0.5935526562596055,-0.11764113300138024,-0.5977030021752388,0.8017176068858076,0.0,1.0,0,24066701,Back-to-back pair row; T0 transports rows independently
100043,100043,pair511_000022,1,pair511_gamma,gamma,7,1,511.0,0.0,0.0,0.0,-0.34948504107512673,0.5384068618186856,-0.766797402976348,-0.8387847362341396,-0.5444631909143399,0.0,1.0,0,24066701,Back-to-back pair row; T0 transports rows independently
100044,100044,pair511_000022,2,pair511_gamma,gamma,7,1,511.0,0.0,0.0,0.0,0.34948504107512673,-0.5384068618186856,0.766797402976348,0.8387847362341396,0.5444631909143399,0.0,1.0,0,24066701,Back-to-back pair row; T0 transports rows independently
100045,100045,pair511_000023,1,pair511_gamma,gamma,7,1,511.0,0.0,0.0,0.0,-0.8019508390889931,-0.3264785034590406,-0.5002865563490639,0.3770569632848445,-0.9261900703626721,0.0,1.0,0,24066701,Back-to-back pair row; T0 transports rows independently
100046,100046,pair511_000023,2,pair511_gamma,gamma,7,1,511.0,0.0,0.0,0.0,0.8019508390889931,0.3264785034590406,0.5002865563490639,-0.3770569632848445,0.9261900703626721,0.0,1.0,0,24066701,Back-to-back pair row; T0 transports rows independently
100047,100047,pair511_000024,1,pair511_gamma,gamma,7,1,511.0,0.0,0.0,0.0,-0.22065842564364163,0.49460884858601856,-0.8406378209983669,-0.9132403276671016,-0.4074212855540134,0.0,1.0,0,24066701,Back-to-back pair row; T0 transports rows independently
100048,100048,pair511_000024,2,pair511_gamma,gamma,7,1,511.0,0.0,0.0,0.0,0.22065842564364163,-0.49460884858601856,0.8406378209983669,0.9132403276671016,0.4074212855540134,0.0,1.0,0,24066701,Back-to-back pair row; T0 transports rows independently
100049,100049,pair511_000025,1,pair511_gamma,gamma,7,1,511.0,0.0,0.0,0.0,0.3268780155025323,-0.754712109216319,-0.5688236942879412,0.9176283121362309,0.3974396567606359,0.0,1.0,0,24066701,Back-to-back pair row; T0 transports rows independently
100050,100050,pair511_000025,2,pair511_gamma,gamma,7,1,511.0,0.0,0.0,0.0,-0.3268780155025323,0.754712109216319,0.5688236942879412,-0.9176283121362309,-0.3974396567606359,0.0,1.0,0,24066701,Back-to-back pair row; T0 transports rows independently
200001,200001,,0,cu64_eplus_smoke,eplus,4,2,327.9251257524829,0.0,0.0,0.0,0.48494332144129465,-0.37632627539685,-0.7894355638273585,0.613075553760564,0.790024281513662,0.0,1.0,0,24066701,Frozen allowed-spectrum smoke sampler; production T1/T2 should replace this with the evaluated/reference Cu-64 beta+ generator
200002,200002,,0,cu64_eplus_smoke,eplus,4,2,51.577362016535595,0.0,0.0,0.0,-0.027207910161336727,-0.9516119027054429,-0.3060955998605328,0.9995915165396132,-0.028579714169950317,0.0,1.0,0,24066701,Frozen allowed-spectrum smoke sampler; production T1/T2 should replace this with the evaluated/reference Cu-64 beta+ generator
200003,200003,,0,cu64_eplus_smoke,eplus,4,2,206.3102968129242,0.0,0.0,0.0,0.287262904725347,0.4642315215598579,-0.8378359731826841,-0.8503622881915408,0.5261976613608681,0.0,1.0,0,24066701,Frozen allowed-spectrum smoke sampler; production T1/T2 should replace this with the evaluated/reference Cu-64 beta+ generator
200004,200004,,0,cu64_eplus_smoke,eplus,4,2,191.3821647267424,0.0,0.0,0.0,0.22924507980831269,0.9119951870126854,-0.34016389027846183,-0.9698298590117358,0.24378278152748356,0.0,1.0,0,24066701,Frozen allowed-spectrum smoke sampler; production T1/T2 should replace this with the evaluated/reference Cu-64 beta+ generator
200005,200005,,0,cu64_eplus_smoke,eplus,4,2,455.52872629605673,0.0,0.0,0.0,0.45985251602043375,-0.7668959131070069,0.4476676467754253,0.857633521437398,0.5142613566144049,0.0,1.0,0,24066701,Frozen allowed-spectrum smoke sampler; production T1/T2 should replace this with the evaluated/reference Cu-64 beta+ generator
200006,200006,,0,cu64_eplus_smoke,eplus,4,2,516.8818267145977,0.0,0.0,0.0,-0.93367895849926,0.32706696023941184,-0.1458451438186692,-0.3306019441731509,-0.9437702869390054,0.0,1.0,0,24066701,Frozen allowed-spectrum smoke sampler; production T1/T2 should replace this with the evaluated/reference Cu-64 beta+ generator
