code,primary_id,family,particle,expected_particle_code,observed_particle_code,expected_energy_keV,observed_energy_keV,energy_delta_keV,energy_rel_delta,expected_dir_x,expected_dir_y,expected_dir_z,observed_dir_x,observed_dir_y,observed_dir_z,direction_dot,expected_weight,observed_weight,status
FLUKA,68,mono511_gamma,gamma,7,7,511.0,511.0,0.0,0.0,0.6052135137415675,-0.7955682942166511,-0.028065851524473388,0.6052135140100713,-0.7955682940132388,-0.02806585150046704,1.0000000000000002,1.0,1.0,PASS
FLUKA,69,mono511_gamma,gamma,7,7,511.0,511.0,0.0,0.0,-0.012501354771402266,-0.41826486992696815,-0.9082390735449868,-0.012501354794447337,-0.41826486981422145,-0.9082390735965921,1.0,1.0,1.0,PASS
FLUKA,70,mono511_gamma,gamma,7,7,511.0,511.0,0.0,0.0,-0.6422455352319442,0.1960717503550222,0.7409969913483803,-0.6422455353061736,0.196071750093472,0.7409969913532508,1.0,1.0,1.0,PASS
FLUKA,71,mono511_gamma,gamma,7,7,511.0,511.0,0.0,0.0,-0.9594300380899251,0.28009381638126757,0.0322715979731667,-0.9594300381844039,0.28009381605383443,0.03227159800620265,0.9999999999999999,1.0,1.0,PASS
FLUKA,72,mono511_gamma,gamma,7,7,511.0,511.0,0.0,0.0,-0.31961682999751045,0.7565285111538039,-0.5705345684476544,-0.3196168301185663,0.7565285112806446,-0.5705345682116476,1.0,1.0,1.0,PASS
FLUKA,73,mono511_gamma,gamma,7,7,511.0,511.0,0.0,0.0,-0.2839259255684128,0.9125607377066612,-0.2943110069066299,-0.28392592588140186,0.9125607376188161,-0.2943110068770639,1.0,1.0,1.0,PASS
FLUKA,74,mono511_gamma,gamma,7,7,511.0,511.0,0.0,0.0,0.37517094248778377,-0.8377028209433512,0.39686363866746466,0.37517094200134166,-0.8377028210029958,0.39686363900141924,1.0000000000000002,1.0,1.0,PASS
FLUKA,75,mono511_gamma,gamma,7,7,511.0,511.0,0.0,0.0,-0.18759765796312233,-0.37806903327038793,-0.9065709706408791,-0.1875976579568035,-0.3780690329129453,-0.9065709707912517,1.0,1.0,1.0,PASS
FLUKA,76,mono511_gamma,gamma,7,7,511.0,511.0,0.0,0.0,-0.47835892145257064,-0.8339699619740147,-0.2750760709181988,-0.47835892108243017,-0.8339699621437086,-0.2750760710474007,1.0,1.0,1.0,PASS
FLUKA,77,mono511_gamma,gamma,7,7,511.0,511.0,0.0,0.0,-0.1516544178004242,0.9542897182123454,0.25755013351931444,-0.15165441800736618,0.9542897180463518,0.2575501340125097,1.0,1.0,1.0,PASS
