code,stream,source_tag,band,band_label,stage,stage_label,events,rate_s-1,mc_sigma_s-1,side_compton_class_counts
FLUKA,prompt,muplus,e800_1500,800-1500 keV,raw,raw,14,0.009499514061302715,0.0025388519255883026,{}
FLUKA,prompt,muplus,w2_510p58_511p42,W2 510.58-511.42 keV,raw,raw,6,0.004071220311986879,0.0016620687324703984,{}
FLUKA,prompt,n,all_tes_gt0,all TES > 0,active_veto_pass,active-veto,2268,1.5389203479380038,0.032314289906197946,{}
FLUKA,prompt,n,all_tes_gt0,all TES > 0,raw,raw,6104,4.141785627783647,0.05301275253134362,{}
FLUKA,prompt,n,all_tes_gt0,all TES > 0,side_compton_fov_pass,final,2141,1.4527462367439514,0.0313965136413909,"{""keep"": 104, ""reject_kept"": 406, ""single"": 1631, ""veto"": 127}"
FLUKA,prompt,n,e100_300,100-300 keV,active_veto_pass,active-veto,101,0.0685321671700794,0.006819205505991722,{}
FLUKA,prompt,n,e100_300,100-300 keV,raw,raw,986,0.6690368002940508,0.021306472274848404,{}
FLUKA,prompt,n,e100_300,100-300 keV,side_compton_fov_pass,final,90,0.06106826777531833,0.006437160631035664,"{""keep"": 10, ""reject_kept"": 3, ""single"": 77, ""veto"": 11}"
FLUKA,prompt,n,e1500_3000,1500-3000 keV,active_veto_pass,active-veto,54,0.036640960665191,0.004986203184172628,{}
FLUKA,prompt,n,e1500_3000,1500-3000 keV,raw,raw,480,0.32569742813502844,0.014865985692581137,{}
FLUKA,prompt,n,e1500_3000,1500-3000 keV,side_compton_fov_pass,final,21,0.014249262480907611,0.0031094439960025417,"{""keep"": 15, ""reject_kept"": 4, ""single"": 2, ""veto"": 33}"
FLUKA,prompt,n,e3000_10000,3000-10000 keV,active_veto_pass,active-veto,62,0.042069251134108185,0.005342800236834652,{}
FLUKA,prompt,n,e3000_10000,3000-10000 keV,raw,raw,329,0.2232384455342176,0.012307533903006746,{}
FLUKA,prompt,n,e3000_10000,3000-10000 keV,side_compton_fov_pass,final,32,0.02171316187566874,0.003838381000821646,"{""keep"": 16, ""reject_kept"": 15, ""single"": 1, ""veto"": 30}"
FLUKA,prompt,n,e300_480,300-480 keV,active_veto_pass,active-veto,45,0.030534133887659166,0.00455175993379239,{}
FLUKA,prompt,n,e300_480,300-480 keV,raw,raw,626,0.42476372919276606,0.01697697301758633,{}
FLUKA,prompt,n,e300_480,300-480 keV,side_compton_fov_pass,final,40,0.027141452344585926,0.004291440420690439,"{""keep"": 14, ""single"": 26, ""veto"": 5}"
FLUKA,prompt,n,e480_550,480-550 keV,active_veto_pass,active-veto,28,0.018999016641210148,0.003590476656244266,{}
FLUKA,prompt,n,e480_550,480-550 keV,raw,raw,301,0.20423942889300764,0.011772164973131561,{}
FLUKA,prompt,n,e480_550,480-550 keV,side_compton_fov_pass,final,21,0.014249262480907611,0.0031094439960025417,"{""keep"": 9, ""single"": 12, ""veto"": 7}"
FLUKA,prompt,n,e550_800,550-800 keV,active_veto_pass,active-veto,34,0.023070234492898037,0.003956512574437918,{}
FLUKA,prompt,n,e550_800,550-800 keV,raw,raw,356,0.2415589258668129,0.012802597465771818,{}
FLUKA,prompt,n,e550_800,550-800 keV,side_compton_fov_pass,final,22,0.01492779878952226,0.0031826173955385602,"{""keep"": 15, ""single"": 7, ""veto"": 12}"
FLUKA,prompt,n,e800_1500,800-1500 keV,active_veto_pass,active-veto,55,0.03731949697380565,0.005032159945387433,{}
FLUKA,prompt,n,e800_1500,800-1500 keV,raw,raw,449,0.30466280256797457,0.014377926603883713,{}
FLUKA,prompt,n,e800_1500,800-1500 keV,side_compton_fov_pass,final,29,0.019677552949824796,0.00365402984951456,"{""keep"": 20, ""reject_kept"": 2, ""single"": 7, ""veto"": 26}"
FLUKA,prompt,n,w2_510p58_511p42,W2 510.58-511.42 keV,active_veto_pass,active-veto,8,0.005428290468917185,0.001919190500410823,{}
FLUKA,prompt,n,w2_510p58_511p42,W2 510.58-511.42 keV,raw,raw,126,0.08549557488544543,0.007616551173966973,{}
FLUKA,prompt,n,w2_510p58_511p42,W2 510.58-511.42 keV,side_compton_fov_pass,final,6,0.004071217851687889,0.0016620677280575417,"{""keep"": 2, ""single"": 4, ""veto"": 2}"
FLUKA,prompt,p,all_tes_gt0,all TES > 0,active_veto_pass,active-veto,7,0.004749759951960755,0.0017952405171631793,{}
FLUKA,prompt,p,all_tes_gt0,all TES > 0,raw,raw,27,0.018320502671848614,0.003525782383093687,{}
FLUKA,prompt,p,all_tes_gt0,all TES > 0,side_compton_fov_pass,final,4,0.0027141485439775744,0.0013570742719887872,"{""keep"": 1, ""reject_kept"": 2, ""single"": 1, ""veto"": 3}"
FLUKA,prompt,p,e1500_3000,1500-3000 keV,raw,raw,1,0.0006785371359943936,0.0006785371359943936,{}
TES_511_BALLOON,delayed,activation,all_tes_gt0,all TES > 0,active_veto_pass,active-veto,1491,0.127987613400322,0.003314584682729847,{}
TES_511_BALLOON,delayed,activation,all_tes_gt0,all TES > 0,raw,raw,2217,0.19030753783267196,0.004041784405425796,{}
TES_511_BALLOON,delayed,activation,all_tes_gt0,all TES > 0,side_compton_fov_pass,final,1320,0.11330895351336355,0.003118726302064994,"{""keep"": 197, ""reject_kept"": 16, ""single"": 1107, ""veto"": 171}"
TES_511_BALLOON,delayed,activation,e100_300,100-300 keV,active_veto_pass,active-veto,524,0.04498022094015341,0.00196497007524608,{}
TES_511_BALLOON,delayed,activation,e100_300,100-300 keV,raw,raw,720,0.06180488373456194,0.0023033320228658468,{}
TES_511_BALLOON,delayed,activation,e100_300,100-300 keV,side_compton_fov_pass,final,496,0.04257669768380933,0.001911750161700806,"{""keep"": 24, ""reject_kept"": 15, ""single"": 457, ""veto"": 28}"
TES_511_BALLOON,delayed,activation,e1500_3000,1500-3000 keV,active_veto_pass,active-veto,559,0.0479846250105835,0.002029533392537431,{}
TES_511_BALLOON,delayed,activation,e1500_3000,1500-3000 keV,raw,raw,713,0.06120400292047592,0.0022921079225457276,{}
TES_511_BALLOON,delayed,activation,e1500_3000,1500-3000 keV,side_compton_fov_pass,final,506,0.04343509884678936,0.001930925668280269,"{""keep"": 40, ""single"": 466, ""veto"": 53}"
TES_511_BALLOON,delayed,activation,e3000_10000,3000-10000 keV,active_veto_pass,active-veto,78,0.006695529071244205,0.0007581193798817298,{}
TES_511_BALLOON,delayed,activation,e3000_10000,3000-10000 keV,raw,raw,85,0.007296409885330224,0.0007914067684286261,{}
TES_511_BALLOON,delayed,activation,e3000_10000,3000-10000 keV,side_compton_fov_pass,final,48,0.004120325582304124,0.0005947177710230461,"{""keep"": 37, ""single"": 11, ""veto"": 30}"
TES_511_BALLOON,delayed,activation,e300_480,300-480 keV,active_veto_pass,active-veto,69,0.005922968024562181,0.0007130415584366502,{}
TES_511_BALLOON,delayed,activation,e300_480,300-480 keV,raw,raw,220,0.018884825585560587,0.0012732146812427225,{}
TES_511_BALLOON,delayed,activation,e300_480,300-480 keV,side_compton_fov_pass,final,63,0.005407927326774165,0.0006813348007121308,"{""keep"": 21, ""single"": 42, ""veto"": 6}"
TES_511_BALLOON,delayed,activation,e480_550,480-550 keV,active_veto_pass,active-veto,43,0.0036911250008141113,0.0005628912855430854,{}
TES_511_BALLOON,delayed,activation,e480_550,480-550 keV,raw,raw,86,0.007382250001628227,0.0007960484901566585,{}
TES_511_BALLOON,delayed,activation,e480_550,480-550 keV,side_compton_fov_pass,final,37,0.003176084303026095,0.000522145043013931,"{""keep"": 14, ""single"": 23, ""veto"": 6}"
TES_511_BALLOON,delayed,activation,e550_800,550-800 keV,active_veto_pass,active-veto,27,0.002317683140046068,0.00044603832826728467,{}
TES_511_BALLOON,delayed,activation,e550_800,550-800 keV,raw,raw,73,0.006266328489754192,0.0007334182751486258,{}
TES_511_BALLOON,delayed,activation,e550_800,550-800 keV,side_compton_fov_pass,final,22,0.0018884825585560548,0.00040262583430922694,"{""keep"": 12, ""single"": 10, ""veto"": 5}"
TES_511_BALLOON,delayed,activation,e800_1500,800-1500 keV,active_veto_pass,active-veto,102,0.00875569186239627,0.000866942678461252,{}
TES_511_BALLOON,delayed,activation,e800_1500,800-1500 keV,raw,raw,125,0.010730014537250332,0.0009597216761941071,{}
TES_511_BALLOON,delayed,activation,e800_1500,800-1500 keV,side_compton_fov_pass,final,61,0.0052362470941781595,0.0006704327404962633,"{""keep"": 45, ""single"": 16, ""veto"": 41}"
TES_511_BALLOON,delayed,activation,w2_510p58_511p42,W2 510.58-511.42 keV,active_veto_pass,active-veto,33,0.0028327238378340843,0.0004931139256599853,{}
TES_511_BALLOON,delayed,activation,w2_510p58_511p42,W2 510.58-511.42 keV,raw,raw,54,0.004635366280092141,0.0006307934531738164,{}
TES_511_BALLOON,delayed,activation,w2_510p58_511p42,W2 510.58-511.42 keV,side_compton_fov_pass,final,30,0.0025752034889400762,0.00047016568035282815,"{""keep"": 11, ""single"": 19, ""veto"": 3}"
TES_511_BALLOON,prompt,all_prompt,all_tes_gt0,all TES > 0,active_veto_pass,active-veto,3112,2.2736774782539038,0.04918963159823071,{}
TES_511_BALLOON,prompt,all_prompt,all_tes_gt0,all TES > 0,raw,raw,7270,5.176611083332601,0.06948495629852937,{}
TES_511_BALLOON,prompt,all_prompt,all_tes_gt0,all TES > 0,side_compton_fov_pass,final,2878,2.1006060125397816,0.047167999364535196,"{""keep"": 213, ""reject_kept"": 600, ""single"": 2065, ""veto"": 234}"
TES_511_BALLOON,prompt,all_prompt,e100_300,100-300 keV,active_veto_pass,active-veto,235,0.20697190719724234,0.019955717723461112,{}
TES_511_BALLOON,prompt,all_prompt,e100_300,100-300 keV,raw,raw,1236,0.9101350072344477,0.03169192633869129,{}
TES_511_BALLOON,prompt,all_prompt,e100_300,100-300 keV,side_compton_fov_pass,final,210,0.1900038053586786,0.019665045397736284,"{""keep"": 30, ""reject_kept"": 11, ""single"": 169, ""veto"": 25}"
TES_511_BALLOON,prompt,all_prompt,e1500_3000,1500-3000 keV,active_veto_pass,active-veto,114,0.08687567649280309,0.010512848384916118,{}
TES_511_BALLOON,prompt,all_prompt,e1500_3000,1500-3000 keV,raw,raw,564,0.39231627877099784,0.017828066934849725,{}
TES_511_BALLOON,prompt,all_prompt,e1500_3000,1500-3000 keV,side_compton_fov_pass,final,53,0.04547168759178735,0.0090783732872508,"{""keep"": 36, ""reject_kept"": 11, ""single"": 6, ""veto"": 61}"
TES_511_BALLOON,prompt,all_prompt,e3000_10000,3000-10000 keV,active_veto_pass,active-veto,60,0.04072523498460587,0.005257605228858738,{}
TES_511_BALLOON,prompt,all_prompt,e3000_10000,3000-10000 keV,raw,raw,282,0.19616085589255786,0.012606494326423424,{}
TES_511_BALLOON,prompt,all_prompt,e3000_10000,3000-10000 keV,side_compton_fov_pass,final,35,0.023756387074353423,0.004015562322573467,"{""keep"": 18, ""reject_kept"": 15, ""single"": 2, ""veto"": 25}"
TES_511_BALLOON,prompt,all_prompt,e300_480,300-480 keV,active_veto_pass,active-veto,173,0.14589783422367697,0.01592713501315601,{}
TES_511_BALLOON,prompt,all_prompt,e300_480,300-480 keV,raw,raw,806,0.5945262408134107,0.02571527386311467,{}
TES_511_BALLOON,prompt,all_prompt,e300_480,300-480 keV,side_compton_fov_pass,final,141,0.12417870366080544,0.015457437036847823,"{""keep"": 43, ""single"": 98, ""veto"": 32}"
TES_511_BALLOON,prompt,all_prompt,e480_550,480-550 keV,active_veto_pass,active-veto,101,0.07328549652769867,0.00868949493139349,{}
TES_511_BALLOON,prompt,all_prompt,e480_550,480-550 keV,raw,raw,343,0.24704205674026264,0.01565242403569278,{}
TES_511_BALLOON,prompt,all_prompt,e480_550,480-550 keV,side_compton_fov_pass,final,86,0.06310592861548728,0.008282456262478097,"{""keep"": 30, ""single"": 56, ""veto"": 15}"
TES_511_BALLOON,prompt,all_prompt,e550_800,550-800 keV,active_veto_pass,active-veto,56,0.07600228332089487,0.016056111782894962,{}
TES_511_BALLOON,prompt,all_prompt,e550_800,550-800 keV,raw,raw,365,0.29048213914650933,0.020715973607470847,{}
TES_511_BALLOON,prompt,all_prompt,e550_800,550-800 keV,side_compton_fov_pass,final,31,0.05428442741040136,0.014740460001776045,"{""keep"": 19, ""single"": 12, ""veto"": 25}"
TES_511_BALLOON,prompt,all_prompt,e800_1500,800-1500 keV,active_veto_pass,active-veto,91,0.09500904827882314,0.01565000823028814,{}
TES_511_BALLOON,prompt,all_prompt,e800_1500,800-1500 keV,raw,raw,540,0.40926365754995875,0.022578190583394504,{}
TES_511_BALLOON,prompt,all_prompt,e800_1500,800-1500 keV,side_compton_fov_pass,final,50,0.057682614764167806,0.012962818349633953,"{""keep"": 34, ""reject_kept"": 3, ""single"": 13, ""veto"": 41}"
TES_511_BALLOON,prompt,all_prompt,w2_510p58_511p42,W2 510.58-511.42 keV,active_veto_pass,active-veto,60,0.040712303075337755,0.005255935767343598,{}
TES_511_BALLOON,prompt,all_prompt,w2_510p58_511p42,W2 510.58-511.42 keV,raw,raw,161,0.11877136917846487,0.011496323101246243,{}
TES_511_BALLOON,prompt,all_prompt,w2_510p58_511p42,W2 510.58-511.42 keV,side_compton_fov_pass,final,54,0.036641023029691425,0.004986211708691235,"{""keep"": 17, ""single"": 37, ""veto"": 6}"
TES_511_BALLOON,prompt,alpha,all_tes_gt0,all TES > 0,active_veto_pass,active-veto,1,0.0006784679379798889,0.0006784679379798889,{}
TES_511_BALLOON,prompt,alpha,all_tes_gt0,all TES > 0,raw,raw,9,0.006106211441819,0.002035403813939667,{}
TES_511_BALLOON,prompt,alpha,all_tes_gt0,all TES > 0,side_compton_fov_pass,final,1,0.0006784679379798889,0.0006784679379798889,"{""keep"": 1}"
TES_511_BALLOON,prompt,alpha,e100_300,100-300 keV,raw,raw,2,0.0013569358759597779,0.0009594985595264669,{}
TES_511_BALLOON,prompt,alpha,e1500_3000,1500-3000 keV,active_veto_pass,active-veto,1,0.0006784679379798889,0.0006784679379798889,{}
TES_511_BALLOON,prompt,alpha,e1500_3000,1500-3000 keV,raw,raw,1,0.0006784679379798889,0.0006784679379798889,{}
TES_511_BALLOON,prompt,alpha,e1500_3000,1500-3000 keV,side_compton_fov_pass,final,1,0.0006784679379798889,0.0006784679379798889,"{""keep"": 1}"
TES_511_BALLOON,prompt,alpha,e3000_10000,3000-10000 keV,raw,raw,1,0.0006784679379798889,0.0006784679379798889,{}
TES_511_BALLOON,prompt,alpha,e800_1500,800-1500 keV,raw,raw,3,0.002035403813939667,0.0011751409398876576,{}
TES_511_BALLOON,prompt,eminus,all_tes_gt0,all TES > 0,raw,raw,1,0.0006784845098593978,0.0006784845098593978,{}
TES_511_BALLOON,prompt,eminus,e800_1500,800-1500 keV,raw,raw,1,0.0006784845098593978,0.0006784845098593978,{}
TES_511_BALLOON,prompt,eplus,all_tes_gt0,all TES > 0,active_veto_pass,active-veto,247,0.1675907907842711,0.01066354665910926,{}
TES_511_BALLOON,prompt,eplus,all_tes_gt0,all TES > 0,raw,raw,367,0.24901141788594153,0.012998290207994393,{}
TES_511_BALLOON,prompt,eplus,all_tes_gt0,all TES > 0,side_compton_fov_pass,final,233,0.15809171762240956,0.010356932778094678,"{""keep"": 44, ""reject_kept"": 4, ""single"": 185, ""veto"": 14}"
TES_511_BALLOON,prompt,eplus,e100_300,100-300 keV,active_veto_pass,active-veto,79,0.05360191284193263,0.0060306863604949745,{}
TES_511_BALLOON,prompt,eplus,e100_300,100-300 keV,raw,raw,128,0.08684866890844796,0.007676410340273607,{}
TES_511_BALLOON,prompt,eplus,e100_300,100-300 keV,side_compton_fov_pass,final,76,0.05156639716439089,0.005915071424264802,"{""keep"": 10, ""reject_kept"": 4, ""single"": 62, ""veto"": 3}"
TES_511_BALLOON,prompt,eplus,e1500_3000,1500-3000 keV,raw,raw,2,0.0013570104516944987,0.0009595512925342,{}
TES_511_BALLOON,prompt,eplus,e3000_10000,3000-10000 keV,raw,raw,5,0.0033925261292362466,0.001517183808083297,{}
TES_511_BALLOON,prompt,eplus,e300_480,300-480 keV,active_veto_pass,active-veto,83,0.056315933745321616,0.006181476793183667,{}
TES_511_BALLOON,prompt,eplus,e300_480,300-480 keV,raw,raw,115,0.07802810097243366,0.007276157933465516,{}
TES_511_BALLOON,prompt,eplus,e300_480,300-480 keV,side_compton_fov_pass,final,79,0.05360191284193263,0.0060306863604949745,"{""keep"": 16, ""single"": 63, ""veto"": 4}"
TES_511_BALLOON,prompt,eplus,e480_550,480-550 keV,active_veto_pass,active-veto,71,0.04817387103515466,0.005717186654871772,{}
TES_511_BALLOON,prompt,eplus,e480_550,480-550 keV,raw,raw,78,0.05292340761608538,0.005992395901236674,{}
TES_511_BALLOON,prompt,eplus,e480_550,480-550 keV,side_compton_fov_pass,final,64,0.04342433445422393,0.005428041806777992,"{""keep"": 18, ""single"": 46, ""veto"": 7}"
TES_511_BALLOON,prompt,eplus,e550_800,550-800 keV,raw,raw,3,0.0020355156775417483,0.0011752055243684318,{}
TES_511_BALLOON,prompt,eplus,e800_1500,800-1500 keV,raw,raw,6,0.004071031355083496,0.001661991591137621,{}
TES_511_BALLOON,prompt,eplus,w2_510p58_511p42,W2 510.58-511.42 keV,active_veto_pass,active-veto,52,0.03528227174405697,0.004892770764925063,{}
TES_511_BALLOON,prompt,eplus,w2_510p58_511p42,W2 510.58-511.42 keV,raw,raw,57,0.038674797873293205,0.005122602118612718,{}
TES_511_BALLOON,prompt,eplus,w2_510p58_511p42,W2 510.58-511.42 keV,side_compton_fov_pass,final,47,0.03188974561482074,0.004651597472975844,"{""keep"": 14, ""single"": 33, ""veto"": 5}"
TES_511_BALLOON,prompt,gamma,all_tes_gt0,all TES > 0,active_veto_pass,active-veto,34,0.18454390516614375,0.031649018632666996,{}
TES_511_BALLOON,prompt,gamma,all_tes_gt0,all TES > 0,raw,raw,51,0.27681585774921563,0.03876197325493573,{}
TES_511_BALLOON,prompt,gamma,all_tes_gt0,all TES > 0,side_compton_fov_pass,final,31,0.1682606194161899,0.030220499369457025,"{""keep"": 8, ""reject_kept"": 1, ""single"": 22, ""veto"": 3}"
TES_511_BALLOON,prompt,gamma,e100_300,100-300 keV,active_veto_pass,active-veto,10,0.05427761916651287,0.01716409025373907,{}
TES_511_BALLOON,prompt,gamma,e100_300,100-300 keV,raw,raw,15,0.0814164287497693,0.021021631510369284,{}
TES_511_BALLOON,prompt,gamma,e100_300,100-300 keV,side_compton_fov_pass,final,10,0.05427761916651287,0.01716409025373907,"{""keep"": 1, ""reject_kept"": 1, ""single"": 8}"
TES_511_BALLOON,prompt,gamma,e1500_3000,1500-3000 keV,active_veto_pass,active-veto,2,0.010855523833302577,0.007676014515860437,{}
TES_511_BALLOON,prompt,gamma,e1500_3000,1500-3000 keV,raw,raw,2,0.010855523833302577,0.007676014515860437,{}
TES_511_BALLOON,prompt,gamma,e1500_3000,1500-3000 keV,side_compton_fov_pass,final,2,0.010855523833302577,0.007676014515860437,"{""keep"": 2}"
TES_511_BALLOON,prompt,gamma,e3000_10000,3000-10000 keV,raw,raw,1,0.005427761916651288,0.005427761916651288,{}
TES_511_BALLOON,prompt,gamma,e300_480,300-480 keV,active_veto_pass,active-veto,6,0.03256657149990773,0.013295247141106492,{}
TES_511_BALLOON,prompt,gamma,e300_480,300-480 keV,raw,raw,10,0.05427761916651287,0.01716409025373907,{}
TES_511_BALLOON,prompt,gamma,e300_480,300-480 keV,side_compton_fov_pass,final,6,0.03256657149990773,0.013295247141106492,"{""single"": 6}"
TES_511_BALLOON,prompt,gamma,e480_550,480-550 keV,active_veto_pass,active-veto,1,0.005427761916651288,0.005427761916651288,{}
TES_511_BALLOON,prompt,gamma,e480_550,480-550 keV,raw,raw,3,0.016283285749953864,0.009401159411027461,{}
TES_511_BALLOON,prompt,gamma,e480_550,480-550 keV,side_compton_fov_pass,final,1,0.005427761916651288,0.005427761916651288,"{""keep"": 1}"
TES_511_BALLOON,prompt,gamma,e550_800,550-800 keV,active_veto_pass,active-veto,8,0.0434220953332103,0.015352029031720872,{}
TES_511_BALLOON,prompt,gamma,e550_800,550-800 keV,raw,raw,9,0.048849857249861586,0.016283285749953864,{}
TES_511_BALLOON,prompt,gamma,e550_800,550-800 keV,side_compton_fov_pass,final,7,0.037994333416559015,0.0143605082071266,"{""keep"": 3, ""single"": 4, ""veto"": 1}"
TES_511_BALLOON,prompt,gamma,e800_1500,800-1500 keV,active_veto_pass,active-veto,7,0.037994333416559015,0.0143605082071266,{}
TES_511_BALLOON,prompt,gamma,e800_1500,800-1500 keV,raw,raw,9,0.048849857249861586,0.016283285749953864,{}
TES_511_BALLOON,prompt,gamma,e800_1500,800-1500 keV,side_compton_fov_pass,final,5,0.027138809583256443,0.012136844611316828,"{""keep"": 1, ""single"": 4, ""veto"": 2}"
TES_511_BALLOON,prompt,gamma,w2_510p58_511p42,W2 510.58-511.42 keV,raw,raw,2,0.010855523833302577,0.007676014515860437,{}
TES_511_BALLOON,prompt,muminus,all_tes_gt0,all TES > 0,active_veto_pass,active-veto,3,0.0020259757099018887,0.0011696976214834985,{}
TES_511_BALLOON,prompt,muminus,all_tes_gt0,all TES > 0,raw,raw,64,0.04322081514457359,0.005402601893071702,{}
TES_511_BALLOON,prompt,muminus,all_tes_gt0,all TES > 0,side_compton_fov_pass,final,3,0.0020259757099018887,0.0011696976214834985,"{""keep"": 1, ""single"": 2}"
TES_511_BALLOON,prompt,muminus,e100_300,100-300 keV,active_veto_pass,active-veto,2,0.0013506504732679258,0.0009550541086605701,{}
TES_511_BALLOON,prompt,muminus,e100_300,100-300 keV,raw,raw,19,0.0128311794960453,0.0029436744605101364,{}
TES_511_BALLOON,prompt,muminus,e100_300,100-300 keV,side_compton_fov_pass,final,2,0.0013506504732679258,0.0009550541086605701,"{""keep"": 1, ""single"": 1}"
TES_511_BALLOON,prompt,muminus,e1500_3000,1500-3000 keV,raw,raw,4,0.0027013009465358517,0.0013506504732679258,{}
TES_511_BALLOON,prompt,muminus,e3000_10000,3000-10000 keV,raw,raw,3,0.0020259757099018887,0.0011696976214834985,{}
TES_511_BALLOON,prompt,muminus,e300_480,300-480 keV,raw,raw,15,0.010129878549509447,0.002615523394756921,{}
TES_511_BALLOON,prompt,muminus,e480_550,480-550 keV,raw,raw,4,0.0027013009465358517,0.0013506504732679258,{}
TES_511_BALLOON,prompt,muminus,e550_800,550-800 keV,raw,raw,6,0.0040519514198037775,0.0016542022401775146,{}
TES_511_BALLOON,prompt,muminus,e800_1500,800-1500 keV,active_veto_pass,active-veto,1,0.0006753252366339629,0.0006753252366339629,{}
TES_511_BALLOON,prompt,muminus,e800_1500,800-1500 keV,raw,raw,5,0.0033766261831698146,0.0015100731360346723,{}
TES_511_BALLOON,prompt,muminus,e800_1500,800-1500 keV,side_compton_fov_pass,final,1,0.0006753252366339629,0.0006753252366339629,"{""single"": 1}"
TES_511_BALLOON,prompt,muminus,w2_510p58_511p42,W2 510.58-511.42 keV,raw,raw,1,0.0006753252366339629,0.0006753252366339629,{}
TES_511_BALLOON,prompt,muplus,all_tes_gt0,all TES > 0,active_veto_pass,active-veto,3,0.0020412231825799295,0.0011785007539386269,{}
TES_511_BALLOON,prompt,muplus,all_tes_gt0,all TES > 0,raw,raw,129,0.08777259685093707,0.00772794624479611,{}
TES_511_BALLOON,prompt,muplus,all_tes_gt0,all TES > 0,side_compton_fov_pass,final,3,0.0020412231825799295,0.0011785007539386269,"{""keep"": 1, ""single"": 2}"
TES_511_BALLOON,prompt,muplus,e100_300,100-300 keV,active_veto_pass,active-veto,1,0.0006804077275266432,0.0006804077275266432,{}
TES_511_BALLOON,prompt,muplus,e100_300,100-300 keV,raw,raw,39,0.026535901373539107,0.0042491448964986885,{}
TES_511_BALLOON,prompt,muplus,e100_300,100-300 keV,side_compton_fov_pass,final,1,0.0006804077275266432,0.0006804077275266432,"{""single"": 1}"
TES_511_BALLOON,prompt,muplus,e1500_3000,1500-3000 keV,raw,raw,10,0.0068040772752664316,0.002151638156563437,{}
TES_511_BALLOON,prompt,muplus,e3000_10000,3000-10000 keV,raw,raw,10,0.0068040772752664316,0.002151638156563437,{}
TES_511_BALLOON,prompt,muplus,e300_480,300-480 keV,raw,raw,26,0.017690600915692734,0.003469412279857675,{}
TES_511_BALLOON,prompt,muplus,e480_550,480-550 keV,raw,raw,10,0.0068040772752664316,0.002151638156563437,{}
TES_511_BALLOON,prompt,muplus,e550_800,550-800 keV,raw,raw,11,0.007484485002793075,0.0022566571366642468,{}
TES_511_BALLOON,prompt,muplus,e800_1500,800-1500 keV,active_veto_pass,active-veto,2,0.0013608154550532863,0.0009622418362116362,{}
TES_511_BALLOON,prompt,muplus,e800_1500,800-1500 keV,raw,raw,11,0.007484485002793075,0.0022566571366642468,{}
TES_511_BALLOON,prompt,muplus,e800_1500,800-1500 keV,side_compton_fov_pass,final,2,0.0013608154550532863,0.0009622418362116362,"{""keep"": 1, ""single"": 1}"
TES_511_BALLOON,prompt,muplus,w2_510p58_511p42,W2 510.58-511.42 keV,raw,raw,7,0.004762854092686502,0.0018001896371620948,{}
TES_511_BALLOON,prompt,n,all_tes_gt0,all TES > 0,active_veto_pass,active-veto,2816,1.911371028610932,0.03601875305146563,{}
TES_511_BALLOON,prompt,n,all_tes_gt0,all TES > 0,raw,raw,6590,4.472988309142016,0.05510043859070033,{}
TES_511_BALLOON,prompt,n,all_tes_gt0,all TES > 0,side_compton_fov_pass,final,2600,1.7647601826663404,0.03460979464702674,"{""keep"": 158, ""reject_kept"": 593, ""single"": 1849, ""veto"": 216}"
TES_511_BALLOON,prompt,n,e100_300,100-300 keV,active_veto_pass,active-veto,142,0.09638305613023354,0.008088286396015575,{}
TES_511_BALLOON,prompt,n,e100_300,100-300 keV,raw,raw,1019,0.691650240821899,0.021667032785867124,{}
TES_511_BALLOON,prompt,n,e100_300,100-300 keV,side_compton_fov_pass,final,120,0.08145046996921154,0.007435376620255736,"{""keep"": 18, ""reject_kept"": 6, ""single"": 96, ""veto"": 22}"
TES_511_BALLOON,prompt,n,e1500_3000,1500-3000 keV,active_veto_pass,active-veto,111,0.07534168472152072,0.007151116246689545,{}
TES_511_BALLOON,prompt,n,e1500_3000,1500-3000 keV,raw,raw,543,0.36856337661068,0.01581656838001939,{}
TES_511_BALLOON,prompt,n,e1500_3000,1500-3000 keV,side_compton_fov_pass,final,50,0.03393769582050489,0.004799514970505071,"{""keep"": 33, ""reject_kept"": 11, ""single"": 6, ""veto"": 61}"
TES_511_BALLOON,prompt,n,e3000_10000,3000-10000 keV,active_veto_pass,active-veto,60,0.04072523498460587,0.005257605228858738,{}
TES_511_BALLOON,prompt,n,e3000_10000,3000-10000 keV,raw,raw,259,0.17579726435021417,0.010923510501294418,{}
TES_511_BALLOON,prompt,n,e3000_10000,3000-10000 keV,side_compton_fov_pass,final,35,0.023756387074353423,0.004015562322573467,"{""keep"": 18, ""reject_kept"": 15, ""single"": 2, ""veto"": 25}"
TES_511_BALLOON,prompt,n,e300_480,300-480 keV,active_veto_pass,active-veto,84,0.057015328978448215,0.006220882400394005,{}
TES_511_BALLOON,prompt,n,e300_480,300-480 keV,raw,raw,635,0.43100873692040836,0.01710405999146685,{}
TES_511_BALLOON,prompt,n,e300_480,300-480 keV,side_compton_fov_pass,final,56,0.03801021931896548,0.0050793292102751676,"{""keep"": 27, ""single"": 29, ""veto"": 28}"
TES_511_BALLOON,prompt,n,e480_550,480-550 keV,active_veto_pass,active-veto,29,0.019683863575892836,0.0036552017033563747,{}
TES_511_BALLOON,prompt,n,e480_550,480-550 keV,raw,raw,246,0.166973463436883,0.010645839198688984,{}
TES_511_BALLOON,prompt,n,e480_550,480-550 keV,side_compton_fov_pass,final,21,0.014253832244612054,0.003110441200197003,"{""keep"": 11, ""single"": 10, ""veto"": 8}"
