history_id,parent_resampled_history_id,selected_position_row_index,common_event_id,source_event_id,source_name,production_tag,source_volume,resolved_static_material,nuclide,isotope_Z,isotope_A,za,exc_keV,x_cm,y_cm,z_cm,time_s,history_weight,event_weight_Bq,sampling_probability,selection_u64,A,Z,event_id,isomer,original_activity_weight_Bq,resampled_history_id
853,853,5548,5548,233901,phase3_cu64_common_parent_000000853,n,Cu_50mK_StillLike_Can_side_wall_above_side_port,Copper,Cu-64,29,64,29064,0,-6.473739,-1.484044,3.922043,0.0,1.0,0.00067878017572817528276285253296703296703296703296703296703296703296703296703296703,0.00014436280272258657460993552082273020323968937347194901055842211038800052838626042,14773789229144590002,64,29,5548,0,0.00067878017572817528276285253296703296703296703296703296703296703296703296703296703,853
854,854,1043,1043,5740,phase3_cu64_common_parent_000000854,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,8.485804,-6.333699,19.45873,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,2775785053023009529,64,29,1043,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,854
855,855,2699,2699,7396,phase3_cu64_common_parent_000000855,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,8.099111,2.95323,20.42607,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,7184869307697999121,64,29,2699,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,855
856,856,831,831,5528,phase3_cu64_common_parent_000000856,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,14.42059,8.468564,13.79629,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,2212238401344433123,64,29,831,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,856
857,857,5995,5995,234500,phase3_cu64_common_parent_000000857,n,Cu_SubstrateSupport_OpenRing_L2_YM_panel,Copper,Cu-64,29,64,29064,0,-4.966927,-1.937625,-2.761633,0.0,1.0,0.000678780175728175282762852533,0.00014436280272258657460993552082974162379489820087854710967490579585821184334744206,15963104523774003356,64,29,5995,0,0.000678780175728175282762852533,857
858,858,4740,4740,11079,phase3_cu64_common_parent_000000858,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,7.183596,-5.676807,8.27828,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,12622668497878076132,64,29,4740,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,858
859,859,1233,1233,5930,phase3_cu64_common_parent_000000859,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,12.95022,-2.747158,15.64765,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,3281180536289318891,64,29,1233,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,859
860,860,800,800,5497,phase3_cu64_common_parent_000000860,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,13.26175,6.718145,14.93492,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,2129309595899653447,64,29,800,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,860
861,861,2110,2110,6807,phase3_cu64_common_parent_000000861,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,18.98091,-6.407538,9.138222,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,5616581106727698401,64,29,2110,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,861
862,862,5056,5056,11395,phase3_cu64_common_parent_000000862,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,10.87891,-4.189387,4.698785,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,13463944779640917348,64,29,5056,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,862
863,863,6571,6571,235408,phase3_cu64_common_parent_000000863,n,DR_Continuous_HEX_CuNi_MXC_to_CP,CuNi,Cu-64,29,64,29064,0,4.921976,2.18654,-1.774514,0.0,1.0,0.00067878017572817528276285253296875,0.00014436280272258657460993552082309538139360649989937599488740563567290736770715530,17496774520080772951,64,29,6571,0,0.00067878017572817528276285253296875,863
864,864,6140,6140,234674,phase3_cu64_common_parent_000000864,n,DR_4K_Condenser_Cu,Copper,Cu-64,29,64,29064,0,14.71294,0.03623163,12.21301,0.0,1.0,0.00067878017572817528276285253303278688524590163934426229508196721311475409836065574,0.00014436280272258657460993552083671473057658129698784139404211907867558047352741505,16348756301057549844,64,29,6140,0,0.00067878017572817528276285253303278688524590163934426229508196721311475409836065574,864
865,865,1581,1581,6278,phase3_cu64_common_parent_000000865,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,8.571415,3.71253,19.38975,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,4209497045989556690,64,29,1581,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,865
866,866,4631,4631,10970,phase3_cu64_common_parent_000000866,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,10.03307,8.06541,5.420391,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,12331772492160307250,64,29,4631,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,866
867,867,2729,2729,8627,phase3_cu64_common_parent_000000867,n,ColdPlate_CP_100mK_intercept,Copper,Cu-64,29,64,29064,0,1.640038,3.820427,5.606014,0.0,1.0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,0.00014436280272258657460993552082589801373150059067372526015924305261851768876028827,7266886513550433163,64,29,2729,0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,867
868,868,6390,6390,235113,phase3_cu64_common_parent_000000868,n,DR_Capillary_CuNi_Still_4K,CuNi,Cu-64,29,64,29064,0,15.79432,8.894651,11.88367,0.0,1.0,0.00067878017572817528276285253293103448275862068965517241379310344827586206896551724,0.00014436280272258657460993552081507405435756479182106602876456061475960886262405059,17016186652278410782,64,29,6390,0,0.00067878017572817528276285253293103448275862068965517241379310344827586206896551724,868
869,869,4923,4923,11262,phase3_cu64_common_parent_000000869,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,7.24042,1.638613,8.118626,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,13108779728981440383,64,29,4923,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,869
870,870,6901,6901,247279,phase3_cu64_common_parent_000000870,n,PreCool_FlexLink_Cu_remote_interface,Copper,Cu-64,29,64,29064,0,9.959613,0.4513949,24.88783,0.0,1.0,0.00067878017572817528276285253304347826086956521739130434782608695652173913043478261,0.00014436280272258657460993552083898856974452143702348083459664514915950502684697147,18375043700997022401,64,29,6901,0,0.00067878017572817528276285253304347826086956521739130434782608695652173913043478261,870
871,871,6441,6441,235225,phase3_cu64_common_parent_000000871,n,DR_Continuous_HEX_CuNi_CP_to_Still,CuNi,Cu-64,29,64,29064,0,9.689238,0.02374069,1.994523,0.0,1.0,0.00067878017572817528276285253302083333333333333333333333333333333333333333333333333,0.00014436280272258657460993552083417245206242600153132785286657256931508149377429990,17151955813723486423,64,29,6441,0,0.00067878017572817528276285253302083333333333333333333333333333333333333333333333333,871
872,872,5378,5378,233686,phase3_cu64_common_parent_000000872,n,Cu_50mK_StillLike_Can_bottom_cap_2mm,Copper,Cu-64,29,64,29064,0,-9.144896,3.851224,-4.754724,0.0,1.0,0.00067878017572817528276285253315508021390374331550802139037433155080213903743315508,0.00014436280272258657460993552086272404597884846028320376487704562822164795775485443,14320404743803695227,64,29,5378,0,0.00067878017572817528276285253315508021390374331550802139037433155080213903743315508,872
873,873,2416,2416,7113,phase3_cu64_common_parent_000000873,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,14.86756,1.587362,13.79011,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,6432873648109828332,64,29,2416,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,873
874,874,5834,5834,234290,phase3_cu64_common_parent_000000874,n,Cu_50mK_StillLike_Can_side_wall_rectcut_window_band,Copper,Cu-64,29,64,29064,0,1.277357,-4.829646,-6.816728,0.0,1.0,0.00067878017572817528276285253271889400921658986175115207373271889400921658986175115,0.00014436280272258657460993552076995607002844013492766224301499652082727020072145240,15534556414709149150,64,29,5834,0,0.00067878017572817528276285253271889400921658986175115207373271889400921658986175115,874
875,875,2338,2338,7035,phase3_cu64_common_parent_000000875,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,8.640701,-1.803224,19.87809,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,6224200952170835573,64,29,2338,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,875
876,876,1091,1091,5788,phase3_cu64_common_parent_000000876,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,17.28641,2.934736,11.02394,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,2903716724609273944,64,29,1091,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,876
877,877,6387,6387,235110,phase3_cu64_common_parent_000000877,n,DR_Capillary_CuNi_Still_4K,CuNi,Cu-64,29,64,29064,0,14.06366,8.505794,8.747858,0.0,1.0,0.00067878017572817528276285253293103448275862068965517241379310344827586206896551724,0.00014436280272258657460993552081507405435756479182106602876456061475960886262405059,17008363224111398676,64,29,6387,0,0.00067878017572817528276285253293103448275862068965517241379310344827586206896551724,877
878,878,5990,5990,234494,phase3_cu64_common_parent_000000878,n,Cu_SubstrateSupport_OpenRing_L1_YP_panel,Copper,Cu-64,29,64,29064,0,-4.449578,1.922775,-0.6660575,0.0,1.0,0.000678780175728175282762852533,0.00014436280272258657460993552082974162379489820087854710967490579585821184334744206,15950806492021462741,64,29,5990,0,0.000678780175728175282762852533,878
879,879,3069,3069,8967,phase3_cu64_common_parent_000000879,n,ColdPlate_CP_100mK_intercept,Copper,Cu-64,29,64,29064,0,7.372546,-3.672615,-0.07408017,0.0,1.0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,0.00014436280272258657460993552082589801373150059067372526015924305261851768876028827,8171097067257937189,64,29,3069,0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,879
880,880,343,343,5040,phase3_cu64_common_parent_000000880,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,13.71295,7.331071,14.62517,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,911116348761580410,64,29,343,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,880
881,881,6839,6839,236761,phase3_cu64_common_parent_000000881,n,DR_Still_Pot_Cu,Copper,Cu-64,29,64,29064,0,7.785369,2.301973,6.834914,0.0,1.0,0.00067878017572817528276285253299492385786802030456852791878172588832487309644670051,0.00014436280272258657460993552082866203112057670630325027884647937389917761380181172,18212356881307033455,64,29,6839,0,0.00067878017572817528276285253299492385786802030456852791878172588832487309644670051,881
882,882,3497,3497,9622,phase3_cu64_common_parent_000000882,n,ColdPlate_MXC_50mK_SD_anchor,Copper,Cu-64,29,64,29064,0,3.06058,-6.118713,-3.04316,0.0,1.0,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,0.00014436280272258657460993552083993859843797587909316580633518001422470638131610120,9310226666992340338,64,29,3497,0,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,882
883,883,4110,4110,10449,phase3_cu64_common_parent_000000883,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,4.659554,0.7663005,11.24401,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,10944248940641457700,64,29,4110,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,883
884,884,1322,1322,6019,phase3_cu64_common_parent_000000884,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,13.07866,4.245675,14.95337,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,3520283503721525756,64,29,1322,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,884
885,885,3589,3589,9714,phase3_cu64_common_parent_000000885,n,ColdPlate_MXC_50mK_SD_anchor,Copper,Cu-64,29,64,29064,0,-4.333557,-3.207249,4.173843,0.0,1.0,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,0.00014436280272258657460993552083993859843797587909316580633518001422470638131610120,9557298458094201641,64,29,3589,0,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,885
886,886,5213,5213,11552,phase3_cu64_common_parent_000000886,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,8.544445,4.933158,7.070515,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,13880507673829070754,64,29,5213,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,886
887,887,2037,2037,6734,phase3_cu64_common_parent_000000887,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,16.27138,9.475927,11.80628,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,5421964005068124000,64,29,2037,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,887
888,888,5838,5838,234294,phase3_cu64_common_parent_000000888,n,Cu_50mK_StillLike_Can_side_wall_rectcut_window_band,Copper,Cu-64,29,64,29064,0,-1.453315,-7.184081,-4.436997,0.0,1.0,0.00067878017572817528276285253271889400921658986175115207373271889400921658986175115,0.00014436280272258657460993552076995607002844013492766224301499652082727020072145240,15546669371542565198,64,29,5838,0,0.00067878017572817528276285253271889400921658986175115207373271889400921658986175115,888
889,889,3681,3681,9806,phase3_cu64_common_parent_000000889,n,ColdPlate_MXC_50mK_SD_anchor,Copper,Cu-64,29,64,29064,0,-2.943857,5.963074,3.313523,0.0,1.0,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,0.00014436280272258657460993552083993859843797587909316580633518001422470638131610120,9801605684120408210,64,29,3681,0,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,889
890,890,6253,6253,234885,phase3_cu64_common_parent_000000890,n,DR_Capillary_CuNi_4K_60K,CuNi,Cu-64,29,64,29064,0,22.44231,8.283629,12.73692,0.0,1.0,0.00067878017572817528276285253298387096774193548387096774193548387096774193548387097,0.00014436280272258657460993552082631130513616700037316846978458313253676437204922954,16649949171737969742,64,29,6253,0,0.00067878017572817528276285253298387096774193548387096774193548387096774193548387097,890
891,891,2970,2970,8868,phase3_cu64_common_parent_000000891,n,ColdPlate_CP_100mK_intercept,Copper,Cu-64,29,64,29064,0,1.897861,6.242649,5.280151,0.0,1.0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,0.00014436280272258657460993552082589801373150059067372526015924305261851768876028827,7908799820511164749,64,29,2970,0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,891
892,892,388,388,5085,phase3_cu64_common_parent_000000892,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,13.18186,1.104429,15.39328,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,1031458192661950360,64,29,388,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,892
893,893,5633,5633,233986,phase3_cu64_common_parent_000000893,n,Cu_50mK_StillLike_Can_side_wall_above_side_port,Copper,Cu-64,29,64,29064,0,1.139954,-5.719155,-5.698246,0.0,1.0,0.00067878017572817528276285253296703296703296703296703296703296703296703296703296703,0.00014436280272258657460993552082273020323968937347194901055842211038800052838626042,15000466261171445500,64,29,5633,0,0.00067878017572817528276285253296703296703296703296703296703296703296703296703296703,893
894,894,5159,5159,11498,phase3_cu64_common_parent_000000894,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,9.71194,-5.131452,5.882338,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,13736668548587484993,64,29,5159,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,894
895,895,4989,4989,11328,phase3_cu64_common_parent_000000895,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,13.79397,-0.5550042,1.387916,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,13285725194865785843,64,29,4989,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,895
896,896,2860,2860,8758,phase3_cu64_common_parent_000000896,n,ColdPlate_CP_100mK_intercept,Copper,Cu-64,29,64,29064,0,1.936929,-0.7097822,4.858179,0.0,1.0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,0.00014436280272258657460993552082589801373150059067372526015924305261851768876028827,7614383982075292464,64,29,2860,0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,896
897,897,4175,4175,10514,phase3_cu64_common_parent_000000897,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,13.32075,2.30797,1.850704,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,11115476242839838269,64,29,4175,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,897
898,898,6107,6107,234641,phase3_cu64_common_parent_000000898,n,DR_4K_Condenser_Cu,Copper,Cu-64,29,64,29064,0,14.20768,-1.077386,13.25148,0.0,1.0,0.00067878017572817528276285253303278688524590163934426229508196721311475409836065574,0.00014436280272258657460993552083671473057658129698784139404211907867558047352741505,16262700358922336613,64,29,6107,0,0.00067878017572817528276285253303278688524590163934426229508196721311475409836065574,898
899,899,3167,3167,9065,phase3_cu64_common_parent_000000899,n,ColdPlate_CP_100mK_intercept,Copper,Cu-64,29,64,29064,0,5.172373,5.454716,2.082628,0.0,1.0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,0.00014436280272258657460993552082589801373150059067372526015924305261851768876028827,8432429062828716152,64,29,3167,0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,899
900,900,6496,6496,235280,phase3_cu64_common_parent_000000900,n,DR_Continuous_HEX_CuNi_CP_to_Still,CuNi,Cu-64,29,64,29064,0,7.331024,3.8532,2.210615,0.0,1.0,0.00067878017572817528276285253302083333333333333333333333333333333333333333333333333,0.00014436280272258657460993552083417245206242600153132785286657256931508149377429990,17297835069895917051,64,29,6496,0,0.00067878017572817528276285253302083333333333333333333333333333333333333333333333333,900
901,901,438,438,5135,phase3_cu64_common_parent_000000901,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,8.92259,-5.354971,19.72355,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,1165347299300766789,64,29,438,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,901
902,902,3766,3766,9891,phase3_cu64_common_parent_000000902,n,ColdPlate_MXC_50mK_SD_anchor,Copper,Cu-64,29,64,29064,0,0.2825647,4.921653,-0.2166849,0.0,1.0,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,0.00014436280272258657460993552083993859843797587909316580633518001422470638131610120,10028266250670286567,64,29,3766,0,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,902
903,903,5535,5535,233888,phase3_cu64_common_parent_000000903,n,Cu_50mK_StillLike_Can_side_wall_above_side_port,Copper,Cu-64,29,64,29064,0,0.3376347,7.523103,-1.012619,0.0,1.0,0.00067878017572817528276285253296703296703296703296703296703296703296703296703296703,0.00014436280272258657460993552082273020323968937347194901055842211038800052838626042,14737760965454545977,64,29,5535,0,0.00067878017572817528276285253296703296703296703296703296703296703296703296703296703,903
904,904,5042,5042,11381,phase3_cu64_common_parent_000000904,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,3.695101,-2.953143,12.23836,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,13426086698639216178,64,29,5042,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,904
905,905,3281,3281,9179,phase3_cu64_common_parent_000000905,n,ColdPlate_CP_100mK_intercept,Copper,Cu-64,29,64,29064,0,6.313457,6.178865,0.8912316,0.0,1.0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,0.00014436280272258657460993552082589801373150059067372526015924305261851768876028827,8734915351857600124,64,29,3281,0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,905
906,906,6421,6421,235144,phase3_cu64_common_parent_000000906,n,DR_Capillary_CuNi_Still_4K,CuNi,Cu-64,29,64,29064,0,14.20416,8.523672,9.072674,0.0,1.0,0.00067878017572817528276285253293103448275862068965517241379310344827586206896551724,0.00014436280272258657460993552081507405435756479182106602876456061475960886262405059,17098011089830523612,64,29,6421,0,0.00067878017572817528276285253293103448275862068965517241379310344827586206896551724,906
907,907,4512,4512,10851,phase3_cu64_common_parent_000000907,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,3.406094,1.300813,12.06229,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,12014707334248866970,64,29,4512,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,907
908,908,6369,6369,235092,phase3_cu64_common_parent_000000908,n,DR_Capillary_CuNi_Still_4K,CuNi,Cu-64,29,64,29064,0,14.1616,7.453465,6.300999,0.0,1.0,0.00067878017572817528276285253293103448275862068965517241379310344827586206896551724,0.00014436280272258657460993552081507405435756479182106602876456061475960886262405059,16960717798520525343,64,29,6369,0,0.00067878017572817528276285253293103448275862068965517241379310344827586206896551724,908
909,909,5983,5983,234484,phase3_cu64_common_parent_000000909,n,Cu_ColdFinger_Stem_YP_ZM_to_MXC,Copper,Cu-64,29,64,29064,0,3.740684,1.206384,-5.916415,0.0,1.0,0.000678780175728175282762852533,0.00014436280272258657460993552082974162379489820087854710967490579585821184334744206,15932830658639512416,64,29,5983,0,0.000678780175728175282762852533,909
910,910,6523,6523,235307,phase3_cu64_common_parent_000000910,n,DR_Continuous_HEX_CuNi_CP_to_Still,CuNi,Cu-64,29,64,29064,0,4.047068,5.3086,5.827165,0.0,1.0,0.00067878017572817528276285253302083333333333333333333333333333333333333333333333333,0.00014436280272258657460993552083417245206242600153132785286657256931508149377429990,17368461232105723689,64,29,6523,0,0.00067878017572817528276285253302083333333333333333333333333333333333333333333333333,910
911,911,2167,2167,6864,phase3_cu64_common_parent_000000911,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,11.99287,-6.74765,16.25592,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,5769809883254838112,64,29,2167,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,911
912,912,4223,4223,10562,phase3_cu64_common_parent_000000912,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,3.664171,-5.743925,11.75872,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,11243633596221816428,64,29,4223,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,912
913,913,3901,3901,10026,phase3_cu64_common_parent_000000913,n,ColdPlate_MXC_50mK_SD_anchor,Copper,Cu-64,29,64,29064,0,1.533804,5.336437,-1.206096,0.0,1.0,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,0.00014436280272258657460993552083993859843797587909316580633518001422470638131610120,10387091198407973984,64,29,3901,0,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,913
914,914,5143,5143,11482,phase3_cu64_common_parent_000000914,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,6.083376,-3.622249,9.32734,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,13693388186288948527,64,29,5143,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,914
915,915,3841,3841,9966,phase3_cu64_common_parent_000000915,n,ColdPlate_MXC_50mK_SD_anchor,Copper,Cu-64,29,64,29064,0,-0.9202907,4.347205,1.043695,0.0,1.0,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,0.00014436280272258657460993552083993859843797587909316580633518001422470638131610120,10226366492760976218,64,29,3841,0,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,915
916,916,3682,3682,9807,phase3_cu64_common_parent_000000916,n,ColdPlate_MXC_50mK_SD_anchor,Copper,Cu-64,29,64,29064,0,-2.589144,-2.481804,2.921819,0.0,1.0,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,0.00014436280272258657460993552083993859843797587909316580633518001422470638131610120,9804963452037733619,64,29,3682,0,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,916
917,917,4086,4086,10425,phase3_cu64_common_parent_000000917,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,5.101562,3.399894,10.52526,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,10878955044399925843,64,29,4086,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,917
918,918,3314,3314,9212,phase3_cu64_common_parent_000000918,n,ColdPlate_CP_100mK_intercept,Copper,Cu-64,29,64,29064,0,0.4072692,5.631458,6.984747,0.0,1.0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,0.00014436280272258657460993552082589801373150059067372526015924305261851768876028827,8823253631393901183,64,29,3314,0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,918
919,919,2129,2129,6826,phase3_cu64_common_parent_000000919,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,9.415412,-4.808297,18.60448,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,5667795307527470078,64,29,2129,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,919
920,920,1932,1932,6629,phase3_cu64_common_parent_000000920,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,16.25449,-7.663718,12.19033,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,5144298758587771102,64,29,1932,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,920
