common_event_id,source_event_id,production_tag,x_cm,y_cm,z_cm,source_volume,canonical_volume_for_reporting_only,canonical_differs_from_source_volume,geant4_logical_volume_name_authority,fluka_region_name,material,fluka_material,translation_status,critical_flag,original_activity_weight_Bq,audit_status,audit_note
24,4721,n,8.885794,-0.4737163,19.61865,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
25,4722,n,12.52064,-7.610457,16.12247,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
26,4723,n,14.66867,3.002363,14.02563,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
27,4724,n,15.61168,8.993589,12.66834,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
28,4725,n,19.103,6.000576,8.897431,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
29,4726,n,12.42871,10.02914,15.47889,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
30,4727,n,11.44561,2.116826,16.96893,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
31,4728,n,13.57879,8.792438,14.68073,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
32,4729,n,16.17648,-5.109519,12.12904,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
33,4730,n,12.06728,3.858124,16.62395,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
34,4731,n,16.3696,7.480812,11.59736,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
35,4732,n,6.952999,0.0938788,21.60819,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
36,4733,n,14.27515,-7.841278,14.4103,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
37,4734,n,14.61534,-2.81893,13.61691,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
38,4735,n,17.08508,-4.301254,11.45076,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
39,4736,n,20.13259,-5.046464,7.999409,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
40,4737,n,9.00625,-1.476342,19.51066,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
41,4738,n,18.59233,6.426331,9.99481,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
42,4739,n,19.27173,7.123745,9.311888,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
43,4740,n,18.81823,-1.806595,9.594005,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
44,4741,n,14.12267,-3.87563,14.38619,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
45,4742,n,14.47524,-7.184923,14.13539,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
46,4743,n,11.49755,-2.761148,16.36375,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
47,4744,n,11.34171,-7.986067,17.13089,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
48,4745,n,14.11395,9.362727,13.84145,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
49,4746,n,10.45659,-6.504296,17.42227,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
50,4747,n,18.8332,-3.776816,9.178741,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
51,4748,n,13.38905,9.030614,15.26838,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
52,4749,n,20.09876,2.381838,8.098362,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
53,4750,n,19.12085,-0.160172,8.758401,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
54,4751,n,18.21143,-7.588133,9.884256,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
55,4752,n,14.64026,-8.104245,13.37643,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
56,4753,n,10.98035,-4.460913,17.5923,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
57,4754,n,7.589593,2.966404,20.31058,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
58,4755,n,21.22309,1.712244,7.244613,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
59,4756,n,13.83891,-7.070215,14.71071,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
60,4757,n,12.61639,9.498196,15.30682,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
61,4758,n,21.24014,-2.799425,7.116672,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
62,4759,n,11.35096,8.245481,17.28258,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
63,4760,n,8.216557,3.683012,20.29082,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
64,4761,n,8.561252,3.800979,20.09226,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
65,4762,n,14.33311,-2.845743,14.05749,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
66,4763,n,9.676742,1.978083,18.21667,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
67,4764,n,17.91847,-3.074604,10.04643,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
68,4765,n,13.12284,9.548883,14.84555,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
69,4766,n,8.800656,5.478318,19.7406,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
70,4767,n,18.90957,7.447615,9.672258,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
71,4768,n,9.454797,-5.648997,18.61395,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
72,4769,n,15.82845,9.016258,12.41182,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
73,4770,n,19.74121,3.507535,8.608717,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
74,4771,n,10.28046,-5.352727,18.41007,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
75,4772,n,16.76449,6.97838,11.29962,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
76,4773,n,10.96521,2.444,16.95953,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
77,4774,n,17.90399,0.5527537,10.06441,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
78,4775,n,16.03963,-4.375804,12.11542,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
79,4776,n,7.899253,1.738911,20.67991,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
80,4777,n,20.90768,0.4620314,7.757748,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
81,4778,n,16.26434,-0.4226788,11.93221,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
82,4779,n,17.54608,6.658504,10.59607,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
83,4780,n,20.05779,3.23927,8.472701,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
84,4781,n,20.19376,3.642871,7.670207,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
85,4782,n,11.33415,8.231867,16.62563,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
86,4783,n,16.72079,3.784403,11.26399,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
87,4784,n,10.92157,6.675979,16.9699,ColdPlate_4K,ColdPlate_4K,False,ColdPlate_4K,R0000004,Copper,COPPER,TRANSLATED,YES,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,PASS_NAME_LEVEL,source_volume maps to translated FLUKA region/material by name; coordinate containment is not tested here
